553.0540540540541	336.02702702702703
292.99975200000006	377.9997696
561.8378378378378	443.4594594594595
13.0000176	267.99992640000005
673.3243243243244	325.2162162162162
557.783783783784	354.94594594594594
134.999856	311.999904
298.3243243243243	358.3243243243243
278.72972972972974	326.56756756756755
224.35165935135137	291.37840717837844
461.99966399999994	308.00027520000003
247.00032000000002	271.9999872
254.999844	361.00028159999994
108.999756	331.0000704
337.000068	337.9999968
232.99992	335.00024640000004
