553.0540540540541	336.02702702702703	1
292.99975200000006	377.9997696	2
561.8378378378378	443.4594594594595	2
13.0000176	267.99992640000005	1
673.3243243243244	325.2162162162162	2
557.783783783784	354.94594594594594	2
134.999856	311.999904	2
298.3243243243243	358.3243243243243	2
278.72972972972974	326.56756756756755	2
224.35165935135137	291.37840717837844	1
461.99966399999994	308.00027520000003	1
247.00032000000002	271.9999872	1
254.999844	361.00028159999994	1
108.999756	331.0000704	1
337.000068	337.9999968	1
232.99992	335.00024640000004	1
